;target
0;0.38095238095238093
1;3.205128205128205
2;0.5376344086021506
3;0.21141649048625794
4;0.3436426116838488
5;1.185770750988142
6;0.8032128514056224
7;1.3100436681222707
8;0.6430868167202572
9;0.33670033670033667
10;0.3868471953578337
11;0.5780346820809248
12;0.5102040816326531
13;0.9819967266775778
14;1.342281879194631
15;0.5025125628140703
16;0.4694835680751174
17;0.5813953488372093
18;0.7552870090634441
19;1.0126582278481013
20;1.2195121951219512
21;0.904977375565611
22;0.7317073170731708
23;1.1976047904191618
24;0.8888888888888888
25;1.5544041450777202
26;1.9230769230769231
27;0.847457627118644
28;1.2853470437017995
29;3.3333333333333335
30;0.6779661016949152
31;0.8888888888888888
32;0.5813953488372093
33;1.9704433497536946
34;0.7763975155279503
35;0.19801980198019803
36;0.819672131147541
37;0.20435967302452315
38;0.49382716049382713
39;0.6912442396313364
40;0.5025125628140703
41;0.22471910112359553
42;0.4291845493562232
43;0.7272727272727273
44;0.4975124378109453
45;0.546448087431694
46;0.5405405405405406
47;0.4329004329004329
48;1.4527845036319613
49;0.9803921568627451
50;0.6666666666666667
51;1.083032490974729
52;0.5208333333333333
53;1.3245033112582782
54;1.4354066985645932
55;0.9803921568627451
56;0.56657223796034
57;0.7444168734491315
58;1.0183299389002036
59;0.8333333333333334
60;1.1928429423459244
61;0.8522727272727272
62;0.7619047619047619
63;0.2590673575129534
64;0.2008032128514056
65;1.2173913043478262
66;0.8823529411764706
67;0.7281553398058253
68;0.7117437722419928
69;0.5571030640668524
70;0.7281553398058253
71;0.2564102564102564
72;0.5725190839694656
73;0.8064516129032258
74;0.966183574879227
75;1.2704174228675136
76;1.2345679012345678
77;0.5797101449275363
78;0.6153846153846154
79;0.5444646098003629
80;0.7168458781362007
81;0.967741935483871
82;0.5270092226613966
83;0.2849002849002849
84;0.9090909090909091
85;0.8733624454148471
86;0.881057268722467
87;0.24875621890547264
88;1.3333333333333335
89;0.56657223796034
90;0.9685230024213075
91;0.5952380952380952
92;1.1764705882352942
93;0.3714710252600297
94;0.8645533141210375
95;0.6036217303822937
96;0.6163328197226503
97;1.1920529801324504
98;0.45731707317073167
99;0.564652738565782
100;0.8830022075055187
101;0.9546539379474941
102;1.1385199240986716
103;0.6339144215530903
104;1.10803324099723
105;0.3325942350332594
107;0.3898635477582846
108;0.7547169811320755
109;0.8658008658008658
110;0.8379888268156425
111;0.847457627118644
112;0.9546539379474941
113;0.6578947368421052
114;0.7792207792207793
115;0.6172839506172839
116;0.6309148264984227
117;0.3780718336483932
118;0.8695652173913043
119;0.7092198581560284
120;0.5333333333333333
121;1.083032490974729
122;1.3574660633484164
123;0.5602240896358543
124;0.7211538461538461
125;0.5357142857142857
126;1.0869565217391304
127;1.6042780748663104
128;0.42016806722689076
129;0.5899705014749262
130;0.7905138339920948
131;0.5509641873278237
132;0.7843137254901961
133;1.5179113539769278
134;1.2987012987012987
135;1.465201465201465
136;1.0416666666666665
137;1.3157894736842104
138;0.6451612903225806
139;0.5625879043600562
140;0.5586592178770949
141;0.851063829787234
142;1.4367816091954022
143;0.5899705014749262
144;0.8583690987124464
145;0.6263048016701461
146;1.1594202898550725
147;0.9036144578313252
148;0.6060606060606061
149;1.1952191235059761
150;0.966183574879227
151;1.228878648233487
152;0.9649122807017544
153;0.591715976331361
154;0.8955223880597015
155;0.6644518272425249
156;0.974025974025974
157;1.2048192771084338
158;1.2173913043478262
159;1.1396011396011396
160;1.358695652173913
161;0.9523809523809524
162;2.083333333333333
163;1.6666666666666667
164;1.7467248908296942
165;1.1019283746556474
166;2.1447721179624666
167;0.9868421052631579
169;2.2304832713754648
170;1.2
171;1.0443864229765014
172;1.643835616438356
173;1.8018018018018018
174;1.7013232514177694
175;0.4944375772558714
176;1.2618296529968454
177;1.2106537530266344
178;0.964630225080386
179;0.84985835694051
180;1.185770750988142
181;1.5873015873015872
182;0.8403361344537815
183;0.9523809523809524
184;0.8456659619450317
185;0.5089058524173028
186;0.5586592178770949
187;0.6493506493506493
188;0.7352941176470588
189;0.9708737864077669
190;0.7575757575757576
191;0.5767012687427913
192;0.4098360655737705
193;0.554016620498615
194;0.5333333333333333
195;0.6430868167202572
196;0.6006006006006006
197;0.487012987012987
198;1.238390092879257
199;0.936768149882904
200;1.084010840108401
201;1.1037527593818985
202;1.183431952662722
203;1.1904761904761905
204;1.2861736334405145
205;0.6571741511500547
206;0.9592326139088728
207;0.9009009009009009
208;1.4285714285714286
209;2.18978102189781
210;0.8108108108108109
211;0.7633587786259541
212;1.094890510948905
213;1.0852713178294573
214;1.0273972602739725
215;1.238390092879257
216;1.1764705882352942
217;2.232142857142857
218;0.7334963325183375
219;2.13903743315508
220;1.5151515151515151
221;1.1952191235059761
222;1.4814814814814816
223;0.881057268722467
224;1.1278195488721803
225;0.9749303621169917
226;0.7407407407407408
228;0.984251968503937
229;0.9803921568627451
230;0.7722007722007722
231;1.1673151750972763
232;2.2388059701492535
233;3.5999999999999996
234;1.2244897959183674
235;1.0652463382157125
236;1.8691588785046727
237;0.8333333333333334
238;0.8241758241758242
239;1.530612244897959
240;2.0
241;1.1450381679389312
242;1.185770750988142
243;0.48192771084337355
244;1.643835616438356
245;1.214574898785425
246;0.9174311926605505
247;1.7543859649122806
248;1.8796992481203008
249;1.0666666666666667
250;1.3043478260869565
251;1.282051282051282
252;0.7889546351084813
253;1.3623978201634876
254;6.5907729179149195
255;1.3100436681222707
256;0.60790273556231
257;0.5747126436781609
258;0.8733624454148471
259;0.7109004739336493
260;0.9259259259259258
261;1.0869565217391304
262;1.0719754977029097
263;0.7604562737642585
264;0.6734006734006733
265;1.4326647564469914
266;2.0491803278688523
267;0.6711409395973155
268;1.5
269;1.3215859030837005
270;1.2195121951219512
271;0.8333333333333334
272;1.477832512315271
273;1.056338028169014
274;0.9708737864077669
275;1.477832512315271
276;0.7633587786259541
277;0.291970802919708
278;0.8438818565400843
279;1.1764705882352942
280;1.6666666666666667
281;1.2048192771084338
282;0.7712082262210797
283;0.6389776357827476
284;1.5151515151515151
285;0.7407407407407408
286;1.3888888888888888
287;1.1111111111111112
288;1.3333333333333335
289;1.3888888888888888
290;0.7874015748031495
291;1.3793103448275863
292;0.9950248756218906
293;1.4925373134328357
294;2.127659574468085
295;0.8064516129032258
296;0.5390835579514826
297;0.7168458781362007
298;1.1904761904761905
299;0.9202453987730062
300;0.41753653444676403
301;1.1111111111111112
302;0.684931506849315
303;0.5865102639296188
304;0.6756756756756757
305;0.4444444444444444
306;1.9553072625698324
307;1.3812154696132597
308;1.4035087719298245
309;0.7067137809187279
310;3.0172413793103448
311;1.0050251256281406
312;0.9404388714733543
313;0.9615384615384616
314;0.8438818565400843
315;0.8319467554076538
316;0.8849557522123894
318;0.6578947368421052
319;0.6711409395973155
320;0.851063829787234
321;0.9950248756218906
322;1.4492753623188406
323;1.4124293785310735
324;1.1560693641618496
325;1.0169491525423728
326;1.147227533460803
327;0.6600660066006601
328;1.1049723756906076
329;0.516795865633075
330;0.8670520231213872
331;0.5899705014749262
332;1.6129032258064515
333;1.2096774193548387
334;0.6568144499178982
